Platform,Keyword,Location,Job_Title,Job_URL,Timestamp
LinkedIn,business analyst,,Business AnalystBusiness Analyst with verification,https://www.linkedin.com/jobs/view/4319251654/,Manual Application Required,2025-10-27 17:05:19
